,0
0,-0.009911529038681949
1,-0.03949429262896613
2,0.04916356396828189
3,-0.1227476680358936
4,-0.16449356339279572
5,-0.09643211955332702
6,0.10756900308155132
7,-0.07907739526925535
8,0.008032385154670751
9,-0.24435514898232927
10,0.015298286765256498
11,-0.07087801832376957
12,0.06654130215409262
13,0.2521736360842952
14,0.04225883396411414
15,0.019604749456049786
16,-0.017993671571886683
17,-0.11347767051710103
18,0.009917785614011049
19,0.11169152771751274
20,0.03222489860484651
21,-0.003459500370190882
22,-0.044549008282030844
23,-0.08422701042479906
24,0.04978569800775484
25,0.0018165160366355095
26,0.01295976783013425
27,0.05715145809814409
28,0.08683406020375672
29,-0.00921555175923483
30,-0.23370544002539484
31,0.011653360173836419
32,-0.037781166093696
33,0.009679092018599227
34,-0.0595878310285798
35,0.05308021887240032
36,0.05195184797746841
37,-0.004753799052268762
38,-0.16281516958639283
39,0.010765143782757405
40,0.16094514497569706
41,-0.059587414857537685
42,0.04045409721870774
43,0.012691881112777623
44,0.022044352555816715
45,0.03911123274560424
46,-0.022565535577436804
47,0.025129129487274013
48,0.05412609442566033
49,-0.03826644945862158
50,-0.03003567231864185
51,-0.06964011504248169
52,0.17357963370371723
53,-0.019757573680513202
54,0.009685933149221143
55,0.0570735777618907
56,-0.08438208188507662
57,0.012317923499781041
58,-0.036837206350940024
59,0.0071927663944251485
60,-0.09739680080703114
61,0.018746721953189438
62,-0.011358031058929186
63,0.04618560832178331
64,-0.04051077522838224
65,0.11988052499890686
66,-0.15634765727841465
67,0.05205458418951456
68,0.06680639257124499
69,-0.014784840653405282
70,-0.09474102836188628
71,0.05241137509429089
72,-0.040396709768362626
73,-0.004459344040450286
74,0.05420709233322718
75,0.024934688893676303
76,0.08503362557760458
77,0.05363021479470122
78,-0.022510953137162545
79,0.025619092924729955
80,0.06296029950908276
81,-0.13120478455868145
82,0.0422501951353471
83,-0.014959616677916919
84,0.0356938559768505
85,-0.03977652428324954
86,-0.012684295920676214
87,0.0219216889007057
88,0.14660444071371784
89,-0.036163388130006024
90,0.09959481098040388
91,-0.013565852715892168
92,0.10665849658978405
93,-0.03575248316255775
94,0.05025749109356972
95,0.04095834831275966
96,-0.04219648128758101
97,-0.13288294714999221
98,0.06292888994863488
99,0.015912716745928895
100,-0.028009866123932498
101,0.07316098453858215
102,-0.004146850228533311
103,0.04185383624149883
104,0.06043764630430634
105,0.027684044014128113
106,0.07318381631412056
107,0.15220818309066786
108,0.013447006284710655
109,-0.04701386195616307
110,0.002635658985406547
111,0.062212334249954565
112,0.07282011257302973
113,-0.04459583921437198
114,0.08701143366232023
115,0.051097695776874424
116,0.017617147972480054
117,0.04352965469712597
118,-0.018528666854260537
119,-0.023289065836021222
120,0.04658566434089356
121,0.05098400518646425
122,-0.0494574173628152
123,-0.020199001621486766
124,0.08184332291552106
125,-0.1358477985414887
126,-0.007414897373725804
127,0.0209532972315975
128,0.05833167095695659
129,0.058185200408443244
130,0.01528405474561901
131,0.09767460334200345
132,0.018877849355208476
133,0.04113630674062206
134,0.031534253199765494
135,-0.09144126336851394
136,0.02648013363280558
137,-0.1102830327756743
138,-0.051345838610513894
139,0.10881524531805348
140,0.04884381792716974
141,0.06645950539623818
142,0.3333910711804866
143,-0.037353404073016364
144,-0.1450717811801337
145,0.04034324044051951
146,-0.0024854619823369284
147,0.020761036644852765
148,-0.17259315539775036
149,0.05279084122573738
150,-0.11912778930907741
151,0.07601443740273917
152,0.07811093434653844
153,0.1011368063007953
154,0.11400035837471939
155,-0.08934445337622055
156,0.002056128013696999
157,0.04189931766873839
158,0.07376053058917295
159,0.047736718019057545
160,-0.06820457772695394
161,0.021862438181028204
162,-0.06340123050534527
163,0.11685093377362141
164,0.005243294129274087
165,-0.04052779872299795
166,-0.006561767211275091
167,-0.0733110189061538
168,-0.05197882887221541
169,-0.08075100893024781
170,0.06960526924972754
171,0.07764376543754245
172,0.04537333495982096
173,0.0015664502335237807
174,-0.031122283358545395
175,0.14846296833725983
176,-0.02773305933483873
177,0.032919745717775395
178,0.06698695588834974
179,-0.0747348268470032
180,0.03664815073020686
181,0.11389530897412922
182,0.04941270972561715
183,0.10897533761529302
184,0.05242982484801749
185,0.0059462880945506235
186,-0.07046097166165309
187,-0.041651440940029226
188,-0.02759128586399845
189,0.0696065388514774
190,0.017030808363080185
191,-0.006156461329133819
192,-0.04484687696569623
193,-0.0407559656728988
194,0.035180133209939554
195,-0.027357867645102688
196,0.04024171616807609
197,0.01655343706213025
198,-0.019742055650450174
199,-0.055912090322872025
200,0.1057434133523448
201,0.005617421368025816
202,0.0009662021416547706
203,0.009746088454088322
204,0.013733878900200919
205,-0.03623631790955849
206,0.0073492700413737115
207,0.06724493001492243
208,0.10425976759015024
209,-0.014644619255058472
210,0.056236872373643554
211,0.12995656177395365
212,-0.01882709374019631
213,0.03374666889919442
214,0.060727651181476744
215,-0.10103086372717841
216,-0.004815578506113045
217,0.15568107617264113
218,0.1691962109160235
219,-0.024598753761077577
220,-0.0038969939889099553
221,-0.04527350797141066
222,0.10570244413705832
223,-0.10104694010845353
224,-0.08243456295308807
225,0.16119846747966807
226,0.1074326153441928
227,0.034122207603376725
228,0.015087355911084871
229,0.0025811810413802483
230,0.039898314427695425
231,0.18073026426688976
232,-0.019888574864752928
233,-0.02252107809826319
234,0.06693291494847389
235,0.023918738035881182
236,-0.02568479216496654
237,-0.013248292290123559
238,0.1988046504547988
239,-0.029988128744262987
240,0.008408900800162634
241,0.021935009093384757
242,-0.06767522856863856
243,-0.09227201134468443
244,-0.09778304509436352
245,0.05845178768097438
246,0.031525969285034705
247,-0.09096477032965913
248,-0.04522153120032965
249,0.015349982853551769
250,0.01655403237418282
251,-0.13036658317566635
252,0.02941361902892048
253,-0.06624006662556074
254,0.01714618004164597
255,-0.005789082650775171
256,0.06498397197598899
257,0.0021826352425157354
258,0.05039973026717154
259,0.010886734922731747
260,-0.0037096583158913385
261,-0.10996104901045282
262,-0.041990937951970536
263,-0.02814380187682631
264,-0.11406457292165245
265,-0.00841834989171272
266,-0.02241559098261317
267,0.06069875064637961
268,0.04789357199266673
269,0.00019930866958258603
270,0.0006644308033312424
271,-0.001626425432000922
272,-0.015331478828242595
273,-0.0759128949307876
274,-0.0382607115531801
275,0.08288893572630411
276,-0.01836145688987581
277,0.10923160158095696
278,0.001940324242522204
279,-0.1049739299720452
280,0.051718457771706444
281,-0.025846411432891403
282,-0.0116605438042168
283,0.030304442880979145
284,0.0065142204424564615
285,0.005760429329891202
286,-0.0879481272572207
287,-0.14353065771403126
288,0.04138741873389938
289,0.008419112387310034
290,-0.0397873601994725
291,0.06684037472111905
292,-0.011941646819460423
293,-0.028118894551923457
294,-0.05495334115225074
295,-0.07100034375783967
296,0.15760878499455444
297,0.020024943380132415
298,0.022698216110113037
299,-0.0037445250605827422
300,-0.030506115772395564
301,-0.009660998189172404
302,-0.04982492915671881
303,0.13639669872817153
304,0.003382473570242836
305,0.04796519930907724
306,-0.027524908630178743
307,-0.017668954764590128
308,-0.17275967346288137
309,0.008936432230939338
310,-0.04775298014319772
311,-0.10378355959061737
312,-0.01320821418312515
313,0.09584939830750927
314,-0.01111567858967532
315,-0.011285652527474682
316,0.05464808421048048
317,0.05856224553853198
318,-0.13002563794069566
319,-0.014872355093006134
320,-0.09464774862380661
321,0.09039072628986167
322,0.0335877720045621
323,0.0964988855653438
324,-0.051138931228671
325,0.021089853867341635
326,0.07530833640985965
327,-0.045911560656080375
328,0.13967414274345413
329,-0.05022450834240644
330,-0.29543691636592934
331,0.02269623237678256
332,-0.17271446015374695
333,0.01249792335383764
334,-0.03739926542700034
335,0.02965750573476761
336,-0.011354200239943185
337,-0.008266144688153784
338,-0.035929824272033235
339,0.03172800871925038
340,-0.12645681113957927
341,-0.006078664340563644
342,-0.007940425529707112
343,-0.03858652127888859
344,0.003815818877527133
345,0.016012576348453517
346,0.04745147861896906
347,-0.10130931126824883
348,-0.11950733873840305
349,-0.05184204497625096
350,0.013477704142575285
351,-0.03699910250347395
352,-0.0378289237817539
353,-0.05478857485666411
354,-0.04861994043458054
355,0.03646284124067413
356,0.02814290265070732
357,-0.04499577858772773
358,-0.02637213422326746
359,0.010491670793719654
360,0.028461076041580616
361,0.049339870743114786
362,0.2190485642904885
363,0.04076441080185951
364,0.11458085040849778
365,0.11081531388391286
366,-0.025412232637229734
367,0.06623756057279627
368,-0.0602876082783741
369,0.014498079533513591
370,-0.05387987484454551
371,0.036760648722533096
372,0.051965652186503085
373,-0.06603335989395905
374,0.07429787643423323
375,0.01893941484908093
376,0.05757233580815671
377,0.07636290439293172
378,0.023056708861874026
379,0.009001483151234155
380,-0.06987540057481564
381,-0.04408823795150417
382,0.05630810972643377
383,-0.057197449977520076
384,-0.04314946693840083
385,0.02621647790446205
386,0.022638751561926018
387,0.0032364419974713066
388,-0.017412990490138114
389,-0.021650279944587673
390,-0.04340801941525281
391,0.06882279231785332
392,0.00981136349322928
393,0.2623795000508231
394,-0.02070131045987371
395,-0.019191199908620536
396,0.020864007769322547
397,0.08775095568644367
398,-0.033622670335244687
399,0.08379979460174661
400,0.008259409592485042
401,-0.14079331170320794
402,-0.022351880753443933
403,0.039131758273198224
404,-0.04471657256114626
405,0.02303415499696232
406,-0.07886242446572733
407,-0.015971599923364707
408,0.07148941793049335
409,0.053784034325902674
410,-0.20892600186123778
411,0.03871392333785503
412,-0.09523212591419573
413,0.06148886740863445
414,-0.006622089132529034
415,-0.08777536179683668
416,-0.07176654939041609
417,0.008882200223041536
418,0.08225776394382751
419,0.013826467811412599
420,0.009133028229353343
421,-0.0005864039699400303
422,-0.06262343246915948
423,-0.05645257263449288
424,-0.01482425994978473
425,-0.03493242087789883
426,0.07935336280950275
427,-0.08190887733642255
428,-0.01825567578569936
429,-0.06358939657464188
430,-0.0791855262289225
431,-0.1617161599991287
432,-0.026870070488920206
433,-0.006347897345067882
434,-0.004340667750737798
435,0.007313025455402827
436,0.041467098802274255
437,-0.013892172170809458
438,-0.12073461439879354
439,-0.15232254677372653
440,-0.002665285293645077
441,0.022240602084794545
442,0.10587139860341349
443,-0.02525827656412538
444,-0.039760360199824825
445,-0.1921997482737739
446,0.0049902246059189866
447,-0.06080849265457281
448,-0.016223782056073832
449,0.07535763471851847
450,-0.007447600565397089
451,0.07397587965973118
452,0.046148451443317084
453,0.004624272902217879
454,0.041113021195546384
455,-0.01794104194486583
456,0.11090434598125895
457,0.0497256208129887
458,-0.0009591943461698116
459,0.009862389537827601
460,-0.006724064450562728
461,0.01649931439256843
462,-0.4191145569805118
463,0.029924377381540745
464,0.04817585378231297
465,0.024154331301095636
466,-0.07052796383706045
467,-0.044058849454957597
468,0.0005560703461462424
469,0.06513256855402003
470,-0.030644492293440573
471,0.03627313761801079
472,0.12066513374288772
473,0.17692269623407747
474,-0.033115622591870064
475,-0.02327928535745194
476,0.016160663719315238
477,-0.09859631057055832
478,0.03415560145860072
479,-0.14373271363227547
480,-0.0548788420633652
481,0.06816740061392687
482,-0.098415605063842
483,-0.009095331826864964
484,-0.04524060138976797
485,0.010100772584456047
486,0.05244154879355489
487,-0.001931248671301733
488,0.1272079598592217
489,-0.034830131300340766
490,0.08178981155013787
491,-0.10840744840477484
492,-0.048251255385851455
493,0.04618256299055909
494,0.01242672239624018
495,-0.1095716794695969
496,-0.027885599334789096
497,0.0462016077616383
498,0.005503573509640661
499,-0.07167112622427751
500,0.027935779718054693
501,0.01325346157979862
502,-0.0573174172350512
503,0.06594813111729736
504,0.05430216979830148
505,0.009656625318389206
506,-0.03294946852716939
507,0.08516498341494677
508,0.018900512439138553
509,-0.09689980807149645
510,-0.006428588778404881
511,0.05652393915544711
512,0.11456477317753584
513,-0.09577321753158678
514,0.0371994238617854
515,-0.035749412208923886
516,0.020109360609916735
517,0.030973102871857824
518,0.07263830578908928
519,-0.04658128988495665
520,0.08145972676947202
521,0.009166626495794361
522,0.014636459354061819
523,0.003783000771469869
524,0.07744676678664669
525,-0.027759682458487603
526,-0.006794783890253328
527,-0.008567901119720583
528,-0.03449050357171401
529,-0.22421947789037042
530,-0.02849036848906831
531,0.00978408637700845
532,0.08256628232751952
533,-0.045246604210982505
534,-0.07395792034155968
535,-0.2814668890115084
536,-0.017867198171215327
537,-0.021811915004470037
538,0.11520865253718601
539,0.05795693367455004
540,-0.06768025898489857
541,-0.04245699376033585
542,0.06755368938055462
543,-0.01973126153955629
544,-0.14829398423452564
545,0.001195845290311564
546,0.13347398097677912
547,0.0016286224116867087
548,0.10639067707326429
549,0.1544455248005111
550,0.07115676258112556
551,0.01006412565578961
552,-0.002310720921103765
553,0.056994160734593236
554,0.10667459169830956
555,-0.026467776901860904
556,0.02681051044737967
557,0.018287324889035582
558,-0.12143745874760903
559,0.1908271424849863
560,-0.17450058387463063
561,0.039424217765966996
562,-0.08951280255128335
563,0.04141493736457491
564,-8.622750428499693e-05
565,0.0034251812868269504
566,-0.02925424014189563
567,0.02233594592941838
568,0.025296411671931668
569,-0.005950783668831311
570,-0.10151066881837412
571,-0.0013586383567446847
572,0.04021938044491369
573,0.041918398551075584
574,0.06548085055749184
575,0.10959713957511673
576,-0.05565154710030215
577,0.05258530336417522
578,-0.027822980998088498
579,0.11342612790006776
580,0.027749975441956162
581,-0.22309544098361261
582,0.009046410296312007
583,-0.011361230916154708
584,0.03212855954337196
585,0.048284415221621746
586,-0.030065015218898553
587,0.02956132904729314
588,-0.1866414860108065
589,-0.1943945187766674
590,-0.02888137498296751
591,0.010896780761777677
592,0.037019250981103285
593,-0.03383693708301469
594,-0.08447526260772524
595,-0.05125078563593477
596,-0.025239990993256523
597,0.03129469211097387
598,0.060963111051894225
599,0.006986558185413803
600,0.012670465750316967
601,0.12551384108137142
602,0.00872819429197054
603,-0.012356033974029457
604,0.004622408284806333
605,0.03928846520608961
606,0.012341654559783866
607,0.14483269160826978
608,0.03494394710089527
609,0.07866182434445257
610,-0.0483547607155312
611,-0.034890261483857474
612,-0.023663864279955107
613,0.05758351847538412
614,-0.06565150038908205
615,0.007182713881348959
616,0.004469829643882456
617,-0.07821686074209344
618,-0.0449573605503613
619,-0.0528158462690307
620,0.019225567475567695
621,-0.04874971291280518
622,0.030365899275865943
623,-0.009967094043354052
624,0.03960095685960501
625,0.04636331103878531
626,0.032890323100808375
627,-0.0905618403178838
628,-0.13308393638927088
629,0.023803708046829186
630,0.03933141880179214
631,-0.03803448069774973
632,-0.5196733167652084
633,-0.02714506063161079
634,0.046051841451781414
635,0.06351218614133797
636,0.10850397074366387
637,-0.08257866969448302
638,-0.07168184630964303
639,0.006882207850377867
640,0.006387762067058433
641,-0.028558569810524445
642,-0.030414102104675336
643,-0.006777721353417879
644,0.005889288665759301
645,0.049680199537682726
646,-0.06057387945173258
647,0.06742717827574826
648,-0.0446744127932721
649,0.026601059195183338
650,-0.015339261931446274
651,0.011279659488002018
652,-0.011180268439101545
653,-0.01331102460976119
654,-0.0077412500021729475
655,0.028516099929433547
656,-0.01829086582286754
657,-0.13384705996439059
658,-0.12986691714439413
659,-0.0004594659765029263
660,-0.010282834994548216
661,0.02032103010902908
662,-0.048596783201496574
663,0.024117090332067576
664,0.09633801328810399
665,-0.11933999294741715
666,-0.110182569423939
667,-0.032550926814270305
668,0.05360068308932539
669,0.06797213627691961
670,0.01252607833317912
671,-0.055682587342126
672,-0.08108039394494954
673,-0.0010434147510700598
674,-0.029209480958337877
675,0.014420085812396649
676,-0.034282948061538254
677,0.01889046942608804
678,0.1477944090261844
679,0.0032023276492339214
680,0.09047755514184526
681,0.1942434058954149
682,-0.04807020887592732
683,-0.037626594727946355
684,0.023737729646056187
685,-0.001186462366479915
686,0.008101530993572414
687,-0.029370741424367366
688,0.3934684779048184
689,0.10029527635884294
690,-0.06712679166131434
691,0.037705999313312
692,0.06578472413999714
693,-0.04504532696905253
694,0.10668525634558532
695,0.016080600220798186
696,-0.058204511434260225
697,-0.08262390441075773
698,0.0347897596126141
699,0.0021933465902606517
700,0.04630795458796995
701,-0.1012237836920275
702,0.10190641673979292
703,0.05467371747316109
704,0.01862017694775983
705,-0.03272960876253894
706,-0.027566243930480905
707,0.10849337907068382
708,-0.031044663776059515
709,-0.04211587795738403
710,-0.10352102896482901
711,0.1165291728553601
712,-0.054632894479801936
713,0.05322948685320303
714,-0.23627663315148117
715,0.12412074783323664
716,-0.11782394787863043
717,-0.008455333577345125
718,0.08973018823705897
719,-0.10662405421249052
720,0.07881787903593991
721,-0.015437555896587761
722,0.08625844755814202
723,0.029104939652475015
724,0.05550131311236761
725,0.022473750233885537
726,0.01617209549471038
727,-0.009399153457147584
728,-0.24790154393608094
729,0.08345800608548974
730,-0.057322235836686275
731,-0.0014777871509057544
732,-0.004160189132500488
733,-0.03809561035526169
734,-0.04952339773320916
735,-0.02359948353293706
736,0.08975767772803747
737,0.04279765486174724
738,0.11545505752324037
739,-0.007239535004867298
740,0.2101178999388455
